id,data_inversa,ano,mes,uf,br,km,obra_duplicada,UPS,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,latitude,longitude
304104,28/08/2020,2020,8,MG,381,482.8,sem obra,5,3,0,3,0,0,0,3,2,-19.955.532,-44.097.209
304160,28/08/2020,2020,8,MG,381,673.7,sem obra,13,1,1,0,0,0,0,0,1,-2.109.966.091,-4.508.510.908
304166,28/08/2020,2020,8,MG,381,410,Lote7,5,3,0,0,1,1,1,1,3,-1.972.572.734,-4.358.721.586
304207,29/08/2020,2020,8,MG,381,450.1,sem obra,5,3,0,1,0,2,0,1,2,-1.984.130.639,-4.387.176.902
304227,29/08/2020,2020,8,MG,381,477,sem obra,5,2,0,1,1,0,0,2,2,-1.996.179.268,-4.405.041.676
304281,29/08/2020,2020,8,MG,381,722.2,sem obra,5,1,0,1,0,0,0,1,1,-2.147.729.514,-4.520.207.819
304396,29/08/2020,2020,8,MG,381,3.1,sem obra,5,2,0,1,0,1,0,1,2,-1.998.431.927,-4.416.675.568
304397,29/08/2020,2020,8,MG,381,943.5,sem obra,5,2,0,2,0,0,0,2,2,-2.287.018.424,-463.581.479
304403,29/08/2020,2020,8,MG,381,2.5,sem obra,5,6,0,5,0,1,0,5,2,-19.983.053,-44.165.024
304510,30/08/2020,2020,8,MG,381,559.1,sem obra,5,3,0,1,0,2,0,1,1,-203.999.848,-4.450.561.523
304511,30/08/2020,2020,8,MG,381,624.3,sem obra,5,4,0,3,0,1,0,3,1,-20.817.322,-44.795.982
304593,30/08/2020,2020,8,MG,381,438,sem obra,5,3,0,1,0,2,0,1,3,-1.980.934.407,-43.777.791
304596,30/08/2020,2020,8,MG,381,341,sem obra,1,1,0,0,0,1,0,0,1,-1.984.403.064,-4.310.352.396
304630,30/08/2020,2020,8,MG,381,686,sem obra,1,2,0,0,0,0,2,0,1,-2.120.030.689,-4.511.944.438
304639,30/08/2020,2020,8,MG,381,490,sem obra,5,3,0,2,0,1,0,2,2,-199.561.542,-4.414.307.996
304662,30/08/2020,2020,8,MG,381,499,sem obra,5,1,0,1,0,0,0,1,1,-2.001.792.651,-442.261.448
304675,30/08/2020,2020,8,MG,381,585,sem obra,13,2,1,0,0,1,0,0,2,-20.538.292,-4.464.046
304763,31/08/2020,2020,8,MG,381,333,sem obra,13,1,1,0,0,0,0,0,1,-1.980.306.599,-4.306.083.702
304766,31/08/2020,2020,8,MG,381,573,sem obra,5,3,0,1,0,2,0,1,1,-2.046.009.378,-4.457.276.625
304767,30/08/2020,2020,8,MG,381,561,sem obra,5,1,0,1,0,0,0,1,1,-2.039.224.209,-4.449.492.995
304772,31/08/2020,2020,8,MG,381,321,sem obra,5,4,0,1,0,3,0,1,4,-1.973.052.803,-4.301.598.697
304843,31/08/2020,2020,8,MG,381,664.3,sem obra,5,2,0,1,0,0,1,1,2,-2.105.337.253,-4.502.126.711
304858,31/08/2020,2020,8,MG,381,403,Lote7,5,2,0,1,0,1,0,1,2,-1.975.137.942,-4.353.638.096
304868,31/08/2020,2020,8,MG,381,156.2,sem obra,5,1,0,0,1,0,0,1,1,-1.890.327.004,-4.200.340.423
304912,31/08/2020,2020,8,MG,381,413,Lote7,5,2,0,1,0,1,0,1,2,-1.974.091.908,-4.360.699.698
304924,01/09/2020,2020,9,MG,381,534.7,sem obra,1,2,0,0,0,1,1,0,2,-2.020.728.901,-4.439.007.699
304926,01/09/2020,2020,9,MG,381,223.2,sem obra,13,2,1,0,0,1,0,0,2,-193.106.066,-4.239.297.462
304928,01/09/2020,2020,9,MG,381,429,sem obra,1,1,0,0,0,0,1,0,1,-1.978.663.743,-4.371.433.695
304936,01/09/2020,2020,9,MG,381,694,sem obra,5,3,0,1,0,2,0,1,1,-2.123.354.778,-4.513.503.474
304938,01/09/2020,2020,9,MG,381,941.2,sem obra,5,5,0,1,0,3,1,1,5,-2.286.021.873,-4.634.260.711
305029,01/09/2020,2020,9,MG,381,729,sem obra,5,2,0,1,0,1,0,1,1,-2.153.065.495,-4.523.082.007
305062,01/09/2020,2020,9,MG,381,747,sem obra,5,5,0,1,0,4,0,1,1,-2.164.809.074,-4.529.856.819
305101,02/09/2020,2020,9,MG,381,481,sem obra,1,1,0,0,0,1,0,0,1,-1.995.931.561,-4.408.825.597
305120,02/09/2020,2020,9,MG,381,777.5,sem obra,1,2,0,0,0,2,0,0,2,-2.182.472.705,-4.549.551.193
305206,07/07/2020,2020,7,MG,381,674.9,sem obra,5,3,0,1,2,0,0,3,1,-2.109.098.553,-450.723.668
305256,02/09/2020,2020,9,MG,381,498,sem obra,5,3,0,1,0,2,0,1,2,-2.001.172.662,-4.421.976.041
305284,02/09/2020,2020,9,MG,381,379,sem obra,5,2,0,2,0,0,0,2,1,-1.983.530.691,-4.336.946.606
305391,15/05/2020,2020,5,MG,381,707,sem obra,13,2,1,1,0,0,0,1,1,-2.136.199.299,-4.519.169.583
305484,04/09/2020,2020,9,MG,381,489.1,sem obra,5,1,0,0,1,0,0,1,1,-1.996.245.618,-4.416.455.495
305499,04/09/2020,2020,9,MG,381,442,sem obra,1,2,0,0,0,2,0,0,2,-1.980.949.757,-4.377.551.794
305506,04/09/2020,2020,9,MG,381,484,sem obra,5,1,0,1,0,0,0,1,1,-1.995.531.717,-4.411.722.196
305512,04/09/2020,2020,9,MG,381,409,Lote7,5,3,0,3,0,0,0,3,3,-1.975.265.942,-4.353.428.006
305523,11/08/2020,2020,8,MG,381,416,Lote7,5,2,0,0,1,1,0,1,2,-1.973.738.014,-4.360.362.053
305547,04/09/2020,2020,9,MG,381,478.5,sem obra,5,2,0,1,0,1,0,1,2,-1.996.226.288,-4.403.893.232
305577,04/09/2020,2020,9,MG,381,897.2,sem obra,5,1,0,1,0,0,0,1,1,-2.263.125.698,-4.607.854.411
305605,18/06/2020,2020,6,MG,381,502.1,sem obra,13,8,2,0,0,6,0,0,7,-2.003.619.694,-4.424.586.303
305622,04/09/2020,2020,9,MG,381,542,sem obra,5,1,0,1,0,0,0,1,1,-2.026.492.509,-4.442.256.682
305636,04/09/2020,2020,9,MG,381,857.9,sem obra,5,4,0,4,0,0,0,4,1,-2.230.517.755,-4.590.171.576
305707,04/09/2020,2020,9,MG,381,451.8,sem obra,5,2,0,0,1,1,0,1,2,-1.983.437.722,-4.385.913.849
305712,04/09/2020,2020,9,MG,381,931.3,sem obra,5,2,0,0,1,0,1,1,1,-228.076.393,-4.627.636.971
305740,04/09/2020,2020,9,MG,381,766.7,sem obra,13,2,1,0,0,1,0,0,2,-21.744.763,-45.387.338
305752,05/09/2020,2020,9,MG,381,796.3,sem obra,13,2,1,0,0,1,0,0,1,-2.191.582.532,-455.836.165
305833,05/09/2020,2020,9,MG,381,655.2,sem obra,5,2,0,1,0,1,0,1,2,-2.098.333.007,-4.494.422.782
305840,05/09/2020,2020,9,MG,381,795,sem obra,5,2,0,1,0,1,0,1,2,-21.914.418,-45.578.927
305850,05/09/2020,2020,9,MG,381,721.3,sem obra,5,1,0,1,0,0,0,1,1,-21.434.417,-45.208.144
305880,05/09/2020,2020,9,MG,381,486,sem obra,5,2,0,1,0,0,1,1,2,-1.995.644.414,-4.413.611.598
305883,05/09/2020,2020,9,MG,381,486,sem obra,5,2,0,1,0,1,0,1,2,-1.995.656.893,-4.410.804.749
305888,05/09/2020,2020,9,MG,381,486.5,sem obra,5,7,0,1,0,6,0,1,4,-1.995.644.414,-4.413.611.598
305934,05/09/2020,2020,9,MG,381,730.5,sem obra,1,1,0,0,0,1,0,0,1,-2.153.836.072,-4.523.584.446
305936,05/09/2020,2020,9,MG,381,355.9,sem obra,1,1,0,0,0,1,0,0,1,-1.984.112.398,-43.199.388
305985,05/09/2020,2020,9,MG,381,504.9,sem obra,5,5,0,1,0,4,0,1,1,-2.003.851.513,-4.424.915.314
305989,05/09/2020,2020,9,MG,381,326.4,sem obra,5,1,0,1,0,0,0,1,1,-1.976.186.464,-4.304.442.797
306126,26/08/2020,2020,8,MG,381,450,sem obra,5,2,0,1,0,1,0,1,2,-1.983.441.759,-4.384.948.254
306168,06/09/2020,2020,9,MG,381,498,sem obra,5,6,0,4,1,1,0,5,3,-2.001.172.662,-4.421.976.041
306183,06/09/2020,2020,9,MG,381,904,sem obra,5,2,0,2,0,0,0,2,1,-2.268.841.562,-4.610.648.041
306208,06/09/2020,2020,9,MG,381,521.3,sem obra,5,2,0,2,0,0,0,2,1,-2.013.846.621,-4.431.715.274
306240,06/09/2020,2020,9,MG,381,365.2,sem obra,5,3,0,2,0,1,0,2,2,-19.854.651,-43.261.071
306252,06/09/2020,2020,9,MG,381,448,sem obra,1,1,0,0,0,1,0,0,1,-1.983.435.173,-4.385.962.899
306278,06/09/2020,2020,9,MG,381,927,sem obra,5,2,0,2,0,0,0,2,1,-2.279.271.225,-4.624.636.988
306315,07/09/2020,2020,9,MG,381,933,sem obra,5,1,0,0,1,0,0,1,1,-2.281.492.017,-462.920.647
306322,07/09/2020,2020,9,MG,381,886.8,sem obra,5,2,0,1,0,1,0,1,1,-2.255.262.102,-4.603.939.916
306329,07/09/2020,2020,9,MG,381,861.2,sem obra,5,2,0,0,1,1,0,1,2,-2.236.795.485,-4.593.285.817
306330,07/09/2020,2020,9,MG,381,164.8,sem obra,13,5,3,1,1,0,0,2,2,-1.894.120.195,-4.205.863.304
306405,07/09/2020,2020,9,MG,381,337,sem obra,5,2,0,1,0,1,0,1,2,-1.982.388.218,-4.308.235.792
306406,07/09/2020,2020,9,MG,381,535,sem obra,5,4,0,1,0,3,0,1,1,-2.021.567.611,-4.439.359.676
306420,07/09/2020,2020,9,MG,381,487.9,sem obra,5,7,0,3,0,4,0,3,4,-1.995.586.853,-4.414.609.501
306515,07/09/2020,2020,9,MG,381,165.2,sem obra,5,2,0,1,0,1,0,1,2,-1.894.582.813,-4.206.640.091
306527,07/09/2020,2020,9,MG,381,516.1,sem obra,5,2,0,0,1,1,0,1,2,-2.010.866.993,-4.431.488.799
306549,08/09/2020,2020,9,MG,381,664,sem obra,5,2,0,1,0,1,0,1,2,-2.105.337.253,-4.502.126.711
306554,08/09/2020,2020,9,MG,381,439,sem obra,5,2,0,1,1,0,0,2,2,-1.980.927.691,-4.378.706.001
306579,08/09/2020,2020,9,MG,381,929,sem obra,5,1,0,1,0,0,0,1,1,-2.277.492.259,-462.388.752
306613,08/09/2020,2020,9,MG,381,726.8,sem obra,5,2,0,2,0,0,0,2,1,-2.147.888.826,-4.520.110.707
306656,08/09/2020,2020,9,MG,381,403,Lote7,13,9,1,2,1,5,0,3,7,-1.975.137.942,-4.353.638.096
306658,08/09/2020,2020,9,MG,381,344,sem obra,5,1,0,1,0,0,0,1,1,-1.985.986.781,-4.311.280.984
306660,08/09/2020,2020,9,MG,381,477.8,sem obra,1,5,0,0,0,5,0,0,5,-1.996.179.268,-4.405.041.676
306765,20/08/2020,2020,8,MG,381,451,sem obra,5,3,0,0,1,2,0,1,2,-1.983.210.642,-4.384.539.485
306767,13/07/2020,2020,7,MG,381,421,Lote7,5,5,0,5,0,0,0,5,1,-19.783.061,-4.366.116.123
306841,09/09/2020,2020,9,MG,381,492.3,sem obra,5,2,0,1,0,1,0,1,2,-1.997.490.091,-4.419.004.301
306843,09/09/2020,2020,9,MG,381,492,sem obra,5,2,0,1,0,1,0,1,2,-1.997.490.091,-4.419.004.301
306866,09/09/2020,2020,9,MG,381,550,sem obra,5,1,0,1,0,0,0,1,1,-2.032.661.215,-4.445.627.931
306894,09/09/2020,2020,9,MG,381,487.9,sem obra,5,6,0,2,0,2,2,2,5,-1.995.586.853,-4.414.609.501
306933,10/09/2020,2020,9,MG,381,452.2,sem obra,5,2,0,0,1,0,1,1,1,-1.985.197.588,-4.388.851.019
306969,10/09/2020,2020,9,MG,381,480.4,sem obra,5,2,0,1,0,1,0,1,2,-1.996.366.832,-4.404.865.265
306985,10/09/2020,2020,9,MG,381,343,sem obra,13,4,1,3,0,0,0,3,1,-1.985.663.904,-4.310.916.603
306995,06/09/2020,2020,9,MG,381,502,sem obra,5,5,0,1,0,4,0,1,5,-2.001.948.419,-4.422.615.051
307020,10/09/2020,2020,9,MG,381,618.3,sem obra,5,2,0,1,0,1,0,1,2,-2.076.895.697,-4.478.171.707
307032,10/09/2020,2020,9,MG,381,338,sem obra,13,3,2,0,0,1,0,0,2,-1.982.924.241,-430.894.489
307107,10/09/2020,2020,9,MG,381,483.6,sem obra,5,2,0,0,1,0,1,1,2,-1.995.594.491,-4.410.721.699
307123,11/09/2020,2020,9,MG,381,657.4,sem obra,5,2,0,1,0,1,0,1,2,-2.101.108.617,-4.498.405.087
307124,11/09/2020,2020,9,MG,381,754.5,sem obra,5,4,0,4,0,0,0,4,1,-2.168.626.885,-4.534.601.116
307132,11/09/2020,2020,9,MG,381,754.5,sem obra,5,1,0,1,0,0,0,1,1,-2.168.626.885,-4.534.601.116
307174,11/09/2020,2020,9,MG,381,691.7,sem obra,5,2,0,1,0,1,0,1,2,-2.121.449.014,-4.512.484.074
307224,11/09/2020,2020,9,MG,381,448,sem obra,5,3,0,1,1,1,0,2,2,-1.983.435.173,-4.385.962.899
307251,11/09/2020,2020,9,MG,381,526.7,sem obra,5,3,0,2,0,1,0,2,1,-2.016.175.378,-4.434.144.636
307283,11/09/2020,2020,9,MG,381,635.7,sem obra,5,1,0,1,0,0,0,1,1,-2.089.141.186,-448.525.565
307353,12/09/2020,2020,9,MG,381,703,sem obra,5,1,0,1,0,0,0,1,1,-2.129.989.049,-4.515.137.315
307361,12/09/2020,2020,9,MG,381,943,sem obra,1,1,0,0,0,0,1,0,1,-2.285.911.915,-4.633.945.537
307428,04/07/2020,2020,7,MG,381,324,sem obra,5,1,0,0,1,0,0,1,1,-1.972.497.867,-4.300.924.301
307444,12/09/2020,2020,9,MG,381,371,sem obra,5,1,0,0,1,0,0,1,1,-1.984.407.789,-4.330.732.499
307455,12/09/2020,2020,9,MG,381,502.5,sem obra,13,3,1,0,0,2,0,0,1,-2.003.619.694,-4.424.586.303
307459,12/09/2020,2020,9,MG,381,578.3,sem obra,5,2,0,1,0,1,0,1,1,-2.049.228.188,-4.460.322.315
307608,13/09/2020,2020,9,MG,381,881.3,sem obra,1,1,0,0,0,1,0,0,1,-2.251.533.401,-4.602.134.878
307612,13/09/2020,2020,9,MG,381,337.6,sem obra,5,1,0,0,1,0,0,1,1,-19.802.267,-43.054.303
307631,13/09/2020,2020,9,MG,381,425,Lote7,5,1,0,0,1,0,0,1,1,-1.978.358.428,-4.366.653.442
307685,13/09/2020,2020,9,MG,381,868.5,sem obra,5,2,0,1,0,0,1,1,2,-2.242.008.488,-4.596.507.626
307691,13/09/2020,2020,9,MG,381,532,sem obra,5,2,0,2,0,0,0,2,1,-201.904.316,-4.438.268.793
307793,13/09/2020,2020,9,MG,381,371.6,sem obra,5,1,0,1,0,0,0,1,1,-1.985.242.136,-4.327.160.597
307828,14/09/2020,2020,9,MG,381,363,sem obra,1,1,0,0,0,1,0,0,1,-1.985.726.507,-4.321.817.636
307890,14/09/2020,2020,9,MG,381,889,sem obra,5,1,0,1,0,0,0,1,1,-2.257.874.206,-4.604.473.491
307897,14/09/2020,2020,9,MG,381,486.8,sem obra,5,2,0,2,0,0,0,2,1,-19.956.054,-4.413.610.819
307922,14/09/2020,2020,9,MG,381,929.3,sem obra,5,2,0,2,0,0,0,2,1,-2.279.911.462,-4.626.123.692
307931,14/09/2020,2020,9,MG,381,433.8,sem obra,5,2,0,1,0,1,0,1,2,-1.979.269.213,-4.374.585.386
307945,14/09/2020,2020,9,MG,381,524.5,sem obra,5,1,0,0,1,0,0,1,1,-20.160.736,-44.329.843
307948,14/09/2020,2020,9,MG,381,6.5,sem obra,5,2,0,1,0,1,0,1,2,-1.998.794.904,-4.419.926.405
307964,14/09/2020,2020,9,MG,381,732.9,sem obra,5,2,0,1,0,0,1,1,2,-2.155.413.799,-4.524.499.427
307983,14/09/2020,2020,9,MG,381,527,sem obra,5,2,0,1,0,1,0,1,2,-2.016.283.256,-4.435.072.739
307995,14/09/2020,2020,9,MG,381,728,sem obra,1,1,0,0,0,1,0,0,1,-2.152.361.199,-4.522.481.701
308011,15/09/2020,2020,9,MG,381,485.7,sem obra,5,3,0,0,1,2,0,1,3,-19.956.052,-44.101.107
308091,15/09/2020,2020,9,MG,381,697.2,sem obra,5,3,0,2,0,1,0,2,2,-2.126.094.104,-451.401.186
308117,15/09/2020,2020,9,MG,381,935.1,sem obra,1,1,0,0,0,1,0,0,1,-2.282.329.661,-4.630.805.019
308155,15/09/2020,2020,9,MG,381,484,sem obra,5,1,0,1,0,0,0,1,1,-1.995.531.717,-4.411.722.196
308176,16/09/2020,2020,9,MG,381,777.5,sem obra,5,2,0,2,0,0,0,2,1,-2.182.472.705,-4.549.551.193
308196,16/09/2020,2020,9,MG,381,753,sem obra,5,3,0,0,1,2,0,1,3,-2.167.856.574,-4.534.113.742
308208,12/09/2020,2020,9,MG,381,427,sem obra,1,3,0,0,0,3,0,0,1,-1.978.854.826,-4.369.815.304
308303,16/09/2020,2020,9,MG,381,487.9,sem obra,5,2,0,2,0,0,0,2,2,-1.995.586.853,-4.414.609.501
308344,16/09/2020,2020,9,MG,381,940.3,sem obra,5,2,0,1,0,0,1,1,2,-2.282.556.007,-4.631.192.392
308440,17/09/2020,2020,9,MG,381,295.4,Lote 03,5,3,0,1,0,1,1,1,2,-1.962.589.942,-4.286.308.111
308475,17/09/2020,2020,9,MG,381,502.3,sem obra,5,7,0,3,0,4,0,3,6,-2.002.141.964,-4.422.924.042
308516,17/09/2020,2020,9,MG,381,421,Lote7,5,2,0,2,0,0,0,2,2,-19.783.061,-4.366.116.123
308531,17/09/2020,2020,9,MG,381,359.6,sem obra,5,3,0,3,0,0,0,3,2,-1.983.829.301,-4.318.512.082
308543,17/09/2020,2020,9,MG,381,403.6,Lote7,13,8,4,2,0,2,0,2,5,-1.975.137.942,-4.353.638.096
308553,17/09/2020,2020,9,MG,381,688,sem obra,5,1,0,1,0,0,0,1,1,-2.121.737.985,-451.265.452
308556,17/09/2020,2020,9,MG,381,846.2,sem obra,5,3,0,1,1,1,0,2,2,-222.442.938,-4.588.357.198
308566,17/09/2020,2020,9,MG,381,845.8,sem obra,5,5,0,2,0,3,0,2,5,-2.223.698.876,-4.587.928.703
308568,18/09/2020,2020,9,MG,381,772.1,sem obra,5,1,0,1,0,0,0,1,1,-2.179.763.003,-4.545.693.799
308580,18/09/2020,2020,9,MG,381,532,sem obra,1,3,0,0,0,3,0,0,3,-201.904.316,-4.438.268.793
308589,18/09/2020,2020,9,MG,381,499,sem obra,5,2,0,1,0,1,0,1,2,-1.999.943.268,-4.421.080.828
308596,18/09/2020,2020,9,MG,381,805.4,sem obra,1,2,0,0,0,2,0,0,2,-220.056.578,-4.567.574.216
308625,18/09/2020,2020,9,MG,381,413,Lote7,13,20,1,2,11,6,0,13,12,-1.974.091.908,-4.360.699.698
308631,18/09/2020,2020,9,MG,381,493.2,sem obra,13,2,1,0,0,1,0,0,1,-1.996.495.908,-4.417.121.887
308650,18/09/2020,2020,9,MG,381,649,sem obra,5,2,0,1,0,1,0,1,2,-2.096.227.294,-4.492.925.305
308655,18/09/2020,2020,9,MG,381,481.8,sem obra,5,2,0,2,0,0,0,2,1,-1.995.931.561,-4.408.825.597
308664,18/09/2020,2020,9,MG,381,457,sem obra,5,2,0,1,0,1,0,1,2,-1.986.134.886,-4.392.063.055
308684,18/09/2020,2020,9,MG,381,482,sem obra,5,1,0,0,1,0,0,1,1,-1.995.888.836,-4.407.124.758
308708,18/09/2020,2020,9,MG,381,3,sem obra,5,2,0,1,0,1,0,1,2,-1.998.335.131,-4.416.503.906
308724,18/09/2020,2020,9,MG,381,938.2,sem obra,5,3,0,2,0,1,0,2,2,-2.281.629.855,-4.629.237.413
308742,18/09/2020,2020,9,MG,381,752,sem obra,5,1,0,1,0,0,0,1,1,-2.167.246.754,-4.533.430.028
308756,18/09/2020,2020,9,MG,381,754.5,sem obra,5,2,0,1,0,1,0,1,2,-2.168.626.885,-4.534.601.116
308765,18/09/2020,2020,9,MG,381,432,sem obra,5,1,0,1,0,0,0,1,1,-1.978.750.571,-4.373.981.096
308766,18/09/2020,2020,9,MG,381,399,Lote7,5,3,0,1,0,2,0,1,2,-1.973.681.212,-4.351.276.109
308768,18/09/2020,2020,9,MG,381,370,sem obra,5,1,0,0,1,0,0,1,1,-1.985.037.766,-4.330.242.668
308830,19/09/2020,2020,9,MG,381,683.8,sem obra,1,1,0,0,0,0,1,0,1,-2.117.656.293,-4.512.506.072
308840,19/09/2020,2020,9,MG,381,341,sem obra,5,1,0,1,0,0,0,1,1,-1.984.403.064,-4.310.352.396
308894,19/09/2020,2020,9,MG,381,612,sem obra,5,4,0,2,0,2,0,2,1,-2.072.014.073,-4.476.677.037
308916,19/09/2020,2020,9,MG,381,491,sem obra,5,3,0,0,1,2,0,1,2,-1.997.018.187,-4.418.210.416
308924,19/09/2020,2020,9,MG,381,802,sem obra,5,4,0,3,1,0,0,4,1,-2.198.685.449,-4.565.711.903
308956,19/09/2020,2020,9,MG,381,726.8,sem obra,5,2,0,1,0,1,0,1,1,-2.150.846.497,-4.521.540.331
308963,19/09/2020,2020,9,MG,381,490,sem obra,1,2,0,0,0,2,0,0,2,-1.996.426.328,-4.417.145.491
309004,20/09/2020,2020,9,MG,381,769.2,sem obra,13,1,1,0,0,0,0,0,1,-2.175.868.875,-4.540.742.296
309017,20/09/2020,2020,9,MG,381,517.6,sem obra,1,1,0,0,0,1,0,0,1,-2.011.382.303,-4.430.720.801
309034,20/09/2020,2020,9,MG,381,447,sem obra,5,2,0,1,1,0,0,2,1,-1.982.411.263,-4.381.910.954
309065,17/09/2020,2020,9,MG,381,439,sem obra,5,1,0,1,0,0,0,1,1,-1.980.927.691,-4.378.706.001
309070,20/09/2020,2020,9,MG,381,849,sem obra,5,4,0,3,0,1,0,3,1,-2.223.110.957,-4.587.592.363
309078,20/09/2020,2020,9,MG,381,479,sem obra,5,2,0,2,0,0,0,2,1,-1.996.381.958,-4.404.269.814
309082,20/09/2020,2020,9,MG,381,920.5,sem obra,5,5,0,5,0,0,0,5,1,-2.276.089.651,-461.636.446
309084,20/09/2020,2020,9,MG,381,924.6,sem obra,5,4,0,1,0,3,0,1,1,-2.277.050.246,-4.623.490.598
309085,20/09/2020,2020,9,MG,381,924.6,sem obra,5,5,0,1,0,4,0,1,2,-2.277.000.412,-461.941.213
309090,20/09/2020,2020,9,MG,381,503,sem obra,5,2,0,1,0,1,0,1,1,-2.003.855.134,-4.425.495.493
309094,20/09/2020,2020,9,MG,381,457,sem obra,1,2,0,0,0,1,1,0,2,-1.986.134.886,-4.392.063.055
309099,20/09/2020,2020,9,MG,381,526.5,sem obra,5,3,0,2,0,1,0,2,1,-2.016.175.378,-4.434.144.636
309100,20/09/2020,2020,9,MG,381,529,sem obra,5,2,0,1,0,1,0,1,1,-2.016.619.722,-4.436.914.378
309120,20/09/2020,2020,9,MG,381,791.7,sem obra,5,2,0,1,1,0,0,2,1,-2.191.694.596,-4.558.909.701
309134,20/09/2020,2020,9,MG,381,533,sem obra,5,3,0,2,0,1,0,2,1,-2.019.896.036,-4.438.641.307
309146,20/09/2020,2020,9,MG,381,501,sem obra,5,3,0,2,0,1,0,2,2,-2.003.146.447,-442.377.893
309196,20/09/2020,2020,9,MG,381,436,sem obra,1,1,0,0,0,1,0,0,1,-19.804.386,-4.376.186.596
309222,20/09/2020,2020,9,MG,381,443,sem obra,5,3,0,0,2,1,0,2,2,-19.822.546,-43.817.345
309259,21/09/2020,2020,9,MG,381,489,sem obra,5,2,0,2,0,0,0,2,2,-1.996.245.618,-4.416.455.495
309276,21/09/2020,2020,9,MG,381,238,sem obra,5,3,0,2,0,1,0,2,2,-1.942.184.253,-4.249.497.503
309291,21/09/2020,2020,9,MG,381,660.1,sem obra,1,1,0,0,0,0,1,0,1,-21.032.535,-45.002.186
309312,21/09/2020,2020,9,MG,381,652,sem obra,5,3,0,2,0,1,0,2,1,-2.098.384.831,-4.494.479.972
309316,21/09/2020,2020,9,MG,381,929.4,sem obra,5,2,0,2,0,0,0,2,1,-2.279.911.462,-4.626.123.692
309357,21/09/2020,2020,9,MG,381,707.1,sem obra,5,1,0,1,0,0,0,1,1,-2.136.199.299,-4.519.169.583
309365,21/09/2020,2020,9,MG,381,603.6,sem obra,5,5,0,2,1,2,0,3,1,-2.064.973.798,-4.473.551.891
309411,21/09/2020,2020,9,MG,381,867,sem obra,5,2,0,2,0,0,0,2,1,-22.411.919,-4.596.177.005
309415,21/09/2020,2020,9,MG,381,481,sem obra,5,2,0,1,0,1,0,1,2,-1.995.931.561,-4.408.825.597
309497,18/09/2020,2020,9,MG,381,412.7,Lote7,1,2,0,0,0,2,0,0,2,-197.364.715,-4.360.024.371
309557,22/09/2020,2020,9,MG,381,521.4,sem obra,5,2,0,1,0,1,0,1,1,-2.013.846.621,-4.431.715.274
309590,22/09/2020,2020,9,MG,381,584,sem obra,5,1,0,1,0,0,0,1,1,-2.052.949.002,-4.463.874.994
309591,22/09/2020,2020,9,MG,381,287,sem obra,5,2,0,1,0,1,0,1,2,-19.634.349,-4.280.726.132
309601,22/09/2020,2020,9,MG,381,483.7,sem obra,5,1,0,1,0,0,0,1,1,-1.996.011.866,-440.826.416
309606,22/09/2020,2020,9,MG,381,447.8,sem obra,5,2,0,1,0,1,0,1,2,-1.983.447.607,-4.385.011.601
309608,22/09/2020,2020,9,MG,381,483.5,sem obra,1,2,0,0,0,2,0,0,2,-1.995.988.602,-4.408.384.755
309626,22/09/2020,2020,9,MG,381,365.3,sem obra,5,2,0,0,1,1,0,1,2,-19.854.651,-43.261.071
309641,22/09/2020,2020,9,MG,381,4.9,sem obra,5,2,0,1,0,1,0,1,1,-1.997.012.203,-4.420.211.792
309648,22/09/2020,2020,9,MG,381,155.2,sem obra,5,2,0,1,0,1,0,1,2,-1.889.429.705,-4.200.463.136
309650,22/09/2020,2020,9,MG,381,405,Lote7,1,6,0,0,0,5,1,0,4,-1.974.358.347,-4.355.101.725
309712,23/09/2020,2020,9,MG,381,651,sem obra,5,1,0,0,1,0,0,1,1,-2.097.575.268,-4.493.997.846
309731,23/09/2020,2020,9,MG,381,488.4,sem obra,5,3,0,1,0,2,0,1,3,-19.956.169,-44.128.608
309772,23/09/2020,2020,9,MG,381,385,sem obra,5,2,0,1,0,1,0,1,2,-19.835.296,-43.373.308
309827,23/09/2020,2020,9,MG,381,882.4,sem obra,13,2,1,0,0,1,0,0,1,-2.247.885.794,-4.601.090.889
309840,23/09/2020,2020,9,MG,381,2.2,sem obra,5,2,0,1,1,0,0,2,1,-1.997.976.177,-4.416.059.732
309890,24/09/2020,2020,9,MG,381,495,sem obra,5,5,0,2,0,3,0,2,3,-1.998.890.883,-4.420.522.016
309946,24/09/2020,2020,9,MG,381,250.5,sem obra,5,2,0,0,1,1,0,1,2,-1.945.456.442,-4.252.218.604
309966,24/09/2020,2020,9,MG,381,941.3,sem obra,5,1,0,1,0,0,0,1,1,-2.286.021.873,-4.634.260.711
309982,24/09/2020,2020,9,MG,381,341,sem obra,5,2,0,1,0,1,0,1,2,-1.984.403.064,-4.310.352.396
310008,24/09/2020,2020,9,MG,381,584.5,sem obra,5,4,0,2,0,2,0,2,3,-2.052.949.002,-4.463.874.994
310014,24/09/2020,2020,9,MG,381,340,sem obra,5,2,0,1,0,1,0,1,2,-1.984.087.497,-4.309.635.354
310025,24/09/2020,2020,9,MG,381,432,sem obra,5,2,0,0,1,1,0,1,1,-1.978.608.797,-4.371.047.974
310043,24/09/2020,2020,9,MG,381,250.5,sem obra,13,3,1,0,0,2,0,0,2,-1.945.459.018,-425.220.806
